product_vendor,product_name,product_canonical,api_provider_canonical,support_scope,model_name,aa_slug,aa_release_date,model_source,notes,product_url
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 1.7B (Reasoning),qwen3-1.7b-instruct-reasoning,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 14B (Non-reasoning),qwen3-14b-instruct,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 14B (Reasoning),qwen3-14b-instruct-reasoning,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 235B A22B (Non-reasoning),qwen3-235b-a22b-instruct,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 235B A22B (Reasoning),qwen3-235b-a22b-instruct-reasoning,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 30B A3B (Non-reasoning),qwen3-30b-a3b-instruct,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 30B A3B (Reasoning),qwen3-30b-a3b-instruct-reasoning,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 32B (Non-reasoning),qwen3-32b-instruct,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 32B (Reasoning),qwen3-32b-instruct-reasoning,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 4B (Non-reasoning),qwen3-4b-instruct,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 4B (Reasoning),qwen3-4b-instruct-reasoning,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 8B (Non-reasoning),qwen3-8b-instruct,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 8B (Reasoning),qwen3-8b-instruct-reasoning,2025-04-28,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 235B A22B 2507 Instruct,qwen3-235b-a22b-instruct-2507,2025-07-21,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Coder 480B A35B Instruct,qwen3-coder-480b-a35b-instruct,2025-07-22,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 235B A22B 2507 (Reasoning),qwen3-235b-a22b-instruct-2507-reasoning,2025-07-25,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 30B A3B 2507 Instruct,qwen3-30b-a3b-2507,2025-07-29,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 30B A3B 2507 (Reasoning),qwen3-30b-a3b-2507-reasoning,2025-07-30,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Coder 30B A3B Instruct,qwen3-coder-30b-a3b-instruct,2025-07-31,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 4B 2507 (Reasoning),qwen3-4b-2507-instruct-reasoning,2025-08-06,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 4B 2507 Instruct,qwen3-4b-2507-instruct,2025-08-06,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Max (Preview),qwen3-max-preview,2025-09-05,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Next 80B A3B (Reasoning),qwen3-next-80b-a3b-reasoning,2025-09-11,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Next 80B A3B Instruct,qwen3-next-80b-a3b-instruct,2025-09-11,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Omni 30B A3B (Reasoning),qwen3-omni-30b-a3b-reasoning,2025-09-22,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Omni 30B A3B Instruct,qwen3-omni-30b-a3b-instruct,2025-09-22,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Max,qwen3-max,2025-09-23,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 235B A22B (Reasoning),qwen3-vl-235b-a22b-reasoning,2025-09-23,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 235B A22B Instruct,qwen3-vl-235b-a22b-instruct,2025-09-23,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 30B A3B (Reasoning),qwen3-vl-30b-a3b-reasoning,2025-10-03,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 30B A3B Instruct,qwen3-vl-30b-a3b-instruct,2025-10-03,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 4B (Reasoning),qwen3-vl-4b-reasoning,2025-10-14,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 4B Instruct,qwen3-vl-4b-instruct,2025-10-14,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 8B (Reasoning),qwen3-vl-8b-reasoning,2025-10-14,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 8B Instruct,qwen3-vl-8b-instruct,2025-10-14,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 32B (Reasoning),qwen3-vl-32b-reasoning,2025-10-21,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 VL 32B Instruct,qwen3-vl-32b-instruct,2025-10-21,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Max Thinking (Preview),qwen3-max-thinking-preview,2025-11-03,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Max Thinking,qwen3-max-thinking,2026-01-26,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3 Coder Next,qwen3-coder-next,2026-02-03,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3.5 397B A17B (Non-reasoning),qwen3-5-397b-a17b-non-reasoning,2026-02-16,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
Alibaba Cloud,DashScope API,alibaba,alibaba,own_all_models,Qwen3.5 397B A17B (Reasoning),qwen3-5-397b-a17b,2026-02-16,aa_llm_models_processed_current,,https://www.alibabacloud.com/help/en/model-studio/developer-reference/getting-started-with-model-studio
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek LLM 67B Chat (V1),deepseek-llm-67b-chat,2023-11-29,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek-V2-Chat,deepseek-v2,2024-05-06,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek Coder V2 Lite Instruct,deepseek-coder-v2-lite,2024-06-17,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek-Coder-V2,deepseek-coder-v2,2024-06-17,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek-V2.5,deepseek-v2-5-sep-2024,2024-09-06,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek-V2.5 (Dec '24),deepseek-v2-5,2024-12-10,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3 (Dec '24),deepseek-v3,2024-12-26,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 (Jan '25),deepseek-r1-0120,2025-01-20,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 Distill Llama 70B,deepseek-r1-distill-llama-70b,2025-01-20,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 Distill Llama 8B,deepseek-r1-distill-llama-8b,2025-01-20,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 Distill Qwen 1.5B,deepseek-r1-distill-qwen-1-5b,2025-01-20,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 Distill Qwen 14B,deepseek-r1-distill-qwen-14b,2025-01-20,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 Distill Qwen 32B,deepseek-r1-distill-qwen-32b,2025-01-20,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3 0324,deepseek-v3-0324,2025-03-25,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 0528 (May '25),deepseek-r1,2025-05-28,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek R1 0528 Qwen3 8B,deepseek-r1-qwen3-8b,2025-05-29,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.1 (Non-reasoning),deepseek-v3-1,2025-08-21,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.1 (Reasoning),deepseek-v3-1-reasoning,2025-08-21,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.1 Terminus (Non-reasoning),deepseek-v3-1-terminus,2025-09-22,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.1 Terminus (Reasoning),deepseek-v3-1-terminus-reasoning,2025-09-22,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.2 Exp (Non-reasoning),deepseek-v3-2-0925,2025-09-29,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.2 Exp (Reasoning),deepseek-v3-2-reasoning-0925,2025-09-29,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.2 (Non-reasoning),deepseek-v3-2,2025-12-01,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.2 (Reasoning),deepseek-v3-2-reasoning,2025-12-01,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
DeepSeek,DeepSeek API,deepseek,deepseek,own_all_models,DeepSeek V3.2 Speciale,deepseek-v3-2-speciale,2025-12-01,aa_llm_models_processed_current,,https://api-docs.deepseek.com/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Max (Preview),qwen3-max-preview,2025-09-05,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Next 80B A3B (Reasoning),qwen3-next-80b-a3b-reasoning,2025-09-11,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Next 80B A3B Instruct,qwen3-next-80b-a3b-instruct,2025-09-11,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Omni 30B A3B (Reasoning),qwen3-omni-30b-a3b-reasoning,2025-09-22,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Omni 30B A3B Instruct,qwen3-omni-30b-a3b-instruct,2025-09-22,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Max,qwen3-max,2025-09-23,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 235B A22B (Reasoning),qwen3-vl-235b-a22b-reasoning,2025-09-23,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 235B A22B Instruct,qwen3-vl-235b-a22b-instruct,2025-09-23,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 30B A3B (Reasoning),qwen3-vl-30b-a3b-reasoning,2025-10-03,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 30B A3B Instruct,qwen3-vl-30b-a3b-instruct,2025-10-03,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 4B (Reasoning),qwen3-vl-4b-reasoning,2025-10-14,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 4B Instruct,qwen3-vl-4b-instruct,2025-10-14,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 8B (Reasoning),qwen3-vl-8b-reasoning,2025-10-14,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 8B Instruct,qwen3-vl-8b-instruct,2025-10-14,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 32B (Reasoning),qwen3-vl-32b-reasoning,2025-10-21,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 VL 32B Instruct,qwen3-vl-32b-instruct,2025-10-21,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Max Thinking (Preview),qwen3-max-thinking-preview,2025-11-03,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Max Thinking,qwen3-max-thinking,2026-01-26,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3 Coder Next,qwen3-coder-next,2026-02-03,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3.5 397B A17B (Non-reasoning),qwen3-5-397b-a17b-non-reasoning,2026-02-16,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,alibaba,recent_6_months_models,Qwen3.5 397B A17B (Reasoning),qwen3-5-397b-a17b,2026-02-16,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,deepseek,recent_6_months_models,DeepSeek V3.1 Terminus (Non-reasoning),deepseek-v3-1-terminus,2025-09-22,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,deepseek,recent_6_months_models,DeepSeek V3.1 Terminus (Reasoning),deepseek-v3-1-terminus-reasoning,2025-09-22,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,deepseek,recent_6_months_models,DeepSeek V3.2 Exp (Non-reasoning),deepseek-v3-2-0925,2025-09-29,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,deepseek,recent_6_months_models,DeepSeek V3.2 Exp (Reasoning),deepseek-v3-2-reasoning-0925,2025-09-29,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,deepseek,recent_6_months_models,DeepSeek V3.2 (Non-reasoning),deepseek-v3-2,2025-12-01,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,deepseek,recent_6_months_models,DeepSeek V3.2 (Reasoning),deepseek-v3-2-reasoning,2025-12-01,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,deepseek,recent_6_months_models,DeepSeek V3.2 Speciale,deepseek-v3-2-speciale,2025-12-01,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,fireworks,own_all_models,,,,aa_llm_models_processed_current,no_model_found_in_current_snapshot,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Magistral Small 1.2,magistral-small-2509,2025-09-17,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Magistral Medium 1.2,magistral-medium-2509,2025-09-18,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Ministral 3 14B,ministral-3-14b,2025-12-02,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Ministral 3 3B,ministral-3-3b,2025-12-02,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Ministral 3 8B,ministral-3-8b,2025-12-02,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Mistral Large 3,mistral-large-3,2025-12-02,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Devstral 2,devstral-2,2025-12-09,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,mistral,recent_6_months_models,Devstral Small 2,devstral-small-2,2025-12-09,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,moonshot,recent_6_months_models,Kimi K2 0905,kimi-k2-0905,2025-09-05,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,moonshot,recent_6_months_models,Kimi Linear 48B A3B Instruct,kimi-linear-48b-a3b-instruct,2025-10-30,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,moonshot,recent_6_months_models,Kimi K2 Thinking,kimi-k2-thinking,2025-11-06,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,moonshot,recent_6_months_models,Kimi K2.5 (Non-reasoning),kimi-k2-5-non-reasoning,2026-01-27,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,moonshot,recent_6_months_models,Kimi K2.5 (Reasoning),kimi-k2-5,2026-01-27,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.6 (Non-reasoning),glm-4-6,2025-09-30,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.6 (Reasoning),glm-4-6-reasoning,2025-09-30,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.6V (Non-reasoning),glm-4-6v,2025-12-08,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.6V (Reasoning),glm-4-6v-reasoning,2025-12-08,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.7 (Non-reasoning),glm-4-7-non-reasoning,2025-12-22,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.7 (Reasoning),glm-4-7,2025-12-22,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.7-Flash (Non-reasoning),glm-4-7-flash-non-reasoning,2026-01-19,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-4.7-Flash (Reasoning),glm-4-7-flash,2026-01-19,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-5 (Non-reasoning),glm-5-non-reasoning,2026-02-11,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Fireworks AI,Fireworks API,fireworks,z_ai,recent_6_months_models,GLM-5 (Reasoning),glm-5,2026-02-11,aa_llm_models_processed_current,,https://docs.fireworks.ai/
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,Claude 4.5 Sonnet (Non-reasoning),claude-4-5-sonnet,2025-09-29,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,Claude 4.5 Sonnet (Reasoning),claude-4-5-sonnet-thinking,2025-09-29,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,Claude 4.5 Haiku (Non-reasoning),claude-4-5-haiku,2025-10-15,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,Claude 4.5 Haiku (Reasoning),claude-4-5-haiku-reasoning,2025-10-15,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,Claude Opus 4.5 (Non-reasoning),claude-opus-4-5,2025-11-24,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,Claude Opus 4.5 (Reasoning),claude-opus-4-5-thinking,2025-11-24,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",claude-opus-4-6-adaptive,2026-02-05,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
Z.ai (GLM),GLM Coding Plan,z_ai,anthropic,recent_6_months_models,"Claude Opus 4.6 (Non-reasoning, High Effort)",claude-opus-4-6,2026-02-05,aa_llm_models_processed_current,,https://docs.z.ai/devpack/overview
